"Author","Year","Accession","Replicate","Quantitation","Species","File","Time"
"Pourhaghighi",2020,"PXD011304","IEX90","Intensity","Mus musculus","MouseBrain_IEX_41.raw",90.0007
"Pourhaghighi",2020,"PXD011304","IEX90","Intensity","Mus musculus","MouseBrain_IEX_42.raw",90
"Pourhaghighi",2020,"PXD011304","IEX90","Intensity","Mus musculus","MouseBrain_IEX_43.raw",90.0001
"Pourhaghighi",2020,"PXD011304","IEX90","Intensity","Mus musculus","MouseBrain_IEX_44.raw",90.0004
"Pourhaghighi",2020,"PXD011304","IEX90","Intensity","Mus musculus","MouseBrain_IEX_45.raw",89.9953
"Pourhaghighi",2020,"PXD011304","IEX90","Intensity","Mus musculus","MouseBrain_IEX_46.raw",90.0001
"Pourhaghighi",2020,"PXD011304","IEX90","Intensity","Mus musculus","MouseBrain_IEX_47.raw",89.9996
"Pourhaghighi",2020,"PXD011304","IEX90","Intensity","Mus musculus","MouseBrain_IEX_48.raw",89.9999
"Pourhaghighi",2020,"PXD011304","IEX90","Intensity","Mus musculus","MouseBrain_IEX_49.raw",89.9996
"Pourhaghighi",2020,"PXD011304","IEX90","Intensity","Mus musculus","MouseBrain_IEX_5.raw",90.0006
"Pourhaghighi",2020,"PXD011304","IEX90","Intensity","Mus musculus","MouseBrain_IEX_50.raw",90.0002
"Pourhaghighi",2020,"PXD011304","IEX90","Intensity","Mus musculus","MouseBrain_IEX_51.raw",89.9961
"Pourhaghighi",2020,"PXD011304","IEX90","Intensity","Mus musculus","MouseBrain_IEX_52.raw",90.0001
"Pourhaghighi",2020,"PXD011304","IEX90","Intensity","Mus musculus","MouseBrain_IEX_53.raw",90.002
"Pourhaghighi",2020,"PXD011304","IEX90","Intensity","Mus musculus","MouseBrain_IEX_54.raw",90.0007
"Pourhaghighi",2020,"PXD011304","IEX90","Intensity","Mus musculus","MouseBrain_IEX_55.raw",89.9974
"Pourhaghighi",2020,"PXD011304","IEX90","Intensity","Mus musculus","MouseBrain_IEX_56.raw",89.9982
"Pourhaghighi",2020,"PXD011304","IEX90","Intensity","Mus musculus","MouseBrain_IEX_57.raw",89.998
"Pourhaghighi",2020,"PXD011304","IEX90","Intensity","Mus musculus","MouseBrain_IEX_58.raw",90.0001
"Pourhaghighi",2020,"PXD011304","IEX90","Intensity","Mus musculus","MouseBrain_IEX_59.raw",90.0005
"Pourhaghighi",2020,"PXD011304","IEX90","Intensity","Mus musculus","MouseBrain_IEX_6.raw",90.001
"Pourhaghighi",2020,"PXD011304","IEX90","Intensity","Mus musculus","MouseBrain_IEX_60.raw",89.9987
"Pourhaghighi",2020,"PXD011304","IEX90","Intensity","Mus musculus","MouseBrain_IEX_61.raw",89.9986
"Pourhaghighi",2020,"PXD011304","IEX90","Intensity","Mus musculus","MouseBrain_IEX_62.raw",89.9957
"Pourhaghighi",2020,"PXD011304","IEX90","Intensity","Mus musculus","MouseBrain_IEX_63.raw",89.9956
"Pourhaghighi",2020,"PXD011304","IEX90","Intensity","Mus musculus","MouseBrain_IEX_64.raw",89.9955
"Pourhaghighi",2020,"PXD011304","IEX90","Intensity","Mus musculus","MouseBrain_IEX_65.raw",89.9981
"Pourhaghighi",2020,"PXD011304","IEX90","Intensity","Mus musculus","MouseBrain_IEX_66.raw",89.9986
"Pourhaghighi",2020,"PXD011304","IEX90","Intensity","Mus musculus","MouseBrain_IEX_67.raw",89.9973
"Pourhaghighi",2020,"PXD011304","IEX90","Intensity","Mus musculus","MouseBrain_IEX_68.raw",89.9951
"Pourhaghighi",2020,"PXD011304","IEX90","Intensity","Mus musculus","MouseBrain_IEX_69.raw",89.9976
"Pourhaghighi",2020,"PXD011304","IEX90","Intensity","Mus musculus","MouseBrain_IEX_7.raw",89.998
"Pourhaghighi",2020,"PXD011304","IEX90","Intensity","Mus musculus","MouseBrain_IEX_70.raw",89.9953
"Pourhaghighi",2020,"PXD011304","IEX90","Intensity","Mus musculus","MouseBrain_IEX_71.raw",89.9977
"Pourhaghighi",2020,"PXD011304","IEX90","Intensity","Mus musculus","MouseBrain_IEX_72.raw",89.9982
"Pourhaghighi",2020,"PXD011304","IEX90","Intensity","Mus musculus","MouseBrain_IEX_73.raw",89.9976
"Pourhaghighi",2020,"PXD011304","IEX90","Intensity","Mus musculus","MouseBrain_IEX_74.raw",89.9974
"Pourhaghighi",2020,"PXD011304","IEX90","Intensity","Mus musculus","MouseBrain_IEX_75.raw",90.0017
"Pourhaghighi",2020,"PXD011304","IEX90","Intensity","Mus musculus","MouseBrain_IEX_76.raw",89.9977
"Pourhaghighi",2020,"PXD011304","IEX90","Intensity","Mus musculus","MouseBrain_IEX_77.raw",89.9989
"Pourhaghighi",2020,"PXD011304","IEX90","Intensity","Mus musculus","MouseBrain_IEX_78.raw",89.9971
"Pourhaghighi",2020,"PXD011304","IEX90","Intensity","Mus musculus","MouseBrain_IEX_79.raw",89.9952
"Pourhaghighi",2020,"PXD011304","IEX90","Intensity","Mus musculus","MouseBrain_IEX_8.raw",89.9975
"Pourhaghighi",2020,"PXD011304","IEX90","Intensity","Mus musculus","MouseBrain_IEX_80.raw",90.0014
"Pourhaghighi",2020,"PXD011304","IEX90","Intensity","Mus musculus","MouseBrain_IEX_81.raw",89.9976
"Pourhaghighi",2020,"PXD011304","IEX90","Intensity","Mus musculus","MouseBrain_IEX_82.raw",89.996
"Pourhaghighi",2020,"PXD011304","IEX90","Intensity","Mus musculus","MouseBrain_IEX_83.raw",89.997
"Pourhaghighi",2020,"PXD011304","IEX90","Intensity","Mus musculus","MouseBrain_IEX_84.raw",89.9969
"Pourhaghighi",2020,"PXD011304","IEX90","Intensity","Mus musculus","MouseBrain_IEX_85.raw",89.9966
"Pourhaghighi",2020,"PXD011304","IEX90","Intensity","Mus musculus","MouseBrain_IEX_86.raw",89.9994
"Pourhaghighi",2020,"PXD011304","IEX90","Intensity","Mus musculus","MouseBrain_IEX_87.raw",89.9988
"Pourhaghighi",2020,"PXD011304","IEX90","Intensity","Mus musculus","MouseBrain_IEX_88.raw",89.9965
"Pourhaghighi",2020,"PXD011304","IEX90","Intensity","Mus musculus","MouseBrain_IEX_89.raw",89.9972
"Pourhaghighi",2020,"PXD011304","IEX90","Intensity","Mus musculus","MouseBrain_IEX_9.raw",89.9981
"Pourhaghighi",2020,"PXD011304","IEX90","Intensity","Mus musculus","MouseBrain_IEX_90.raw",89.998
"Pourhaghighi",2020,"PXD011304","2d_IEF2","Intensity","Mus musculus","MouseBrain_IEX160315R03_F1.raw",60.0014
"Pourhaghighi",2020,"PXD011304","2d_IEF2","Intensity","Mus musculus","MouseBrain_IEX160315R03_F10.raw",60.0002
"Pourhaghighi",2020,"PXD011304","2d_IEF2","Intensity","Mus musculus","MouseBrain_IEX160315R03_F11.raw",59.9968
"Pourhaghighi",2020,"PXD011304","2d_IEF2","Intensity","Mus musculus","MouseBrain_IEX160315R03_F12.raw",59.9969
"Pourhaghighi",2020,"PXD011304","2d_IEF2","Intensity","Mus musculus","MouseBrain_IEX160315R03_F13.raw",59.9972
"Pourhaghighi",2020,"PXD011304","2d_IEF2","Intensity","Mus musculus","MouseBrain_IEX160315R03_F14.raw",60.0023
"Pourhaghighi",2020,"PXD011304","2d_IEF2","Intensity","Mus musculus","MouseBrain_IEX160315R03_F15.raw",60.0038
"Pourhaghighi",2020,"PXD011304","2d_IEF2","Intensity","Mus musculus","MouseBrain_IEX160315R03_F16.raw",59.9967
"Pourhaghighi",2020,"PXD011304","2d_IEF2","Intensity","Mus musculus","MouseBrain_IEX160315R03_F17.raw",59.9995
"Pourhaghighi",2020,"PXD011304","2d_IEF2","Intensity","Mus musculus","MouseBrain_IEX160315R03_F18.raw",59.9999
"Pourhaghighi",2020,"PXD011304","2d_IEF2","Intensity","Mus musculus","MouseBrain_IEX160315R03_F19.raw",59.998
"Pourhaghighi",2020,"PXD011304","2d_IEF2","Intensity","Mus musculus","MouseBrain_IEX160315R03_F2.raw",59.9989
"Pourhaghighi",2020,"PXD011304","2d_IEF2","Intensity","Mus musculus","MouseBrain_IEX160315R03_F20.raw",59.9983
"Pourhaghighi",2020,"PXD011304","2d_IEF2","Intensity","Mus musculus","MouseBrain_IEX160315R03_F21.raw",59.9963
"Pourhaghighi",2020,"PXD011304","2d_IEF2","Intensity","Mus musculus","MouseBrain_IEX160315R03_F22.raw",60.0036
"Pourhaghighi",2020,"PXD011304","2d_IEF2","Intensity","Mus musculus","MouseBrain_IEX160315R03_F23.raw",59.9996
"Pourhaghighi",2020,"PXD011304","2d_IEF2","Intensity","Mus musculus","MouseBrain_IEX160315R03_F24.raw",60.0025
"Pourhaghighi",2020,"PXD011304","2d_IEF2","Intensity","Mus musculus","MouseBrain_IEX160315R03_F25.raw",59.9968
"Pourhaghighi",2020,"PXD011304","2d_IEF2","Intensity","Mus musculus","MouseBrain_IEX160315R03_F26.raw",59.9992
"Pourhaghighi",2020,"PXD011304","2d_IEF2","Intensity","Mus musculus","MouseBrain_IEX160315R03_F27.raw",59.9997
"Pourhaghighi",2020,"PXD011304","2d_IEF2","Intensity","Mus musculus","MouseBrain_IEX160315R03_F28.raw",59.9962
"Pourhaghighi",2020,"PXD011304","2d_IEF2","Intensity","Mus musculus","MouseBrain_IEX160315R03_F29.raw",59.9985
"Pourhaghighi",2020,"PXD011304","2d_IEF2","Intensity","Mus musculus","MouseBrain_IEX160315R03_F3.raw",59.9965
"Pourhaghighi",2020,"PXD011304","2d_IEF2","Intensity","Mus musculus","MouseBrain_IEX160315R03_F30.raw",60.0006
"Pourhaghighi",2020,"PXD011304","2d_IEF2","Intensity","Mus musculus","MouseBrain_IEX160315R03_F31.raw",59.998
"Pourhaghighi",2020,"PXD011304","2d_IEF2","Intensity","Mus musculus","MouseBrain_IEX160315R03_F32.raw",59.9989
"Pourhaghighi",2020,"PXD011304","2d_IEF2","Intensity","Mus musculus","MouseBrain_IEX160315R03_F33.raw",60.0007
"Pourhaghighi",2020,"PXD011304","2d_IEF2","Intensity","Mus musculus","MouseBrain_IEX160315R03_F34.raw",89.9956
"Pourhaghighi",2020,"PXD011304","2d_IEF2","Intensity","Mus musculus","MouseBrain_IEX160315R03_F35.raw",89.9958
"Pourhaghighi",2020,"PXD011304","2d_IEF2","Intensity","Mus musculus","MouseBrain_IEX160315R03_F36.raw",89.9975
"Pourhaghighi",2020,"PXD011304","2d_IEF2","Intensity","Mus musculus","MouseBrain_IEX160315R03_F37.raw",89.9967
"Pourhaghighi",2020,"PXD011304","2d_IEF2","Intensity","Mus musculus","MouseBrain_IEX160315R03_F38.raw",89.9967
"Pourhaghighi",2020,"PXD011304","2d_IEF2","Intensity","Mus musculus","MouseBrain_IEX160315R03_F39.raw",89.9987
"Pourhaghighi",2020,"PXD011304","2d_IEF2","Intensity","Mus musculus","MouseBrain_IEX160315R03_F4.raw",59.9976
"Pourhaghighi",2020,"PXD011304","2d_IEF2","Intensity","Mus musculus","MouseBrain_IEX160315R03_F40.raw",59.9966
"Pourhaghighi",2020,"PXD011304","2d_IEF2","Intensity","Mus musculus","MouseBrain_IEX160315R03_F41.raw",59.9986
"Pourhaghighi",2020,"PXD011304","2d_IEF2","Intensity","Mus musculus","MouseBrain_IEX160315R03_F42.raw",59.9989
"Pourhaghighi",2020,"PXD011304","2d_IEF2","Intensity","Mus musculus","MouseBrain_IEX160315R03_F43.raw",59.998
"Pourhaghighi",2020,"PXD011304","2d_IEF2","Intensity","Mus musculus","MouseBrain_IEX160315R03_F44.raw",59.9974
"Pourhaghighi",2020,"PXD011304","2d_IEF2","Intensity","Mus musculus","MouseBrain_IEX160315R03_F45.raw",59.9959
"Pourhaghighi",2020,"PXD011304","2d_IEF2","Intensity","Mus musculus","MouseBrain_IEX160315R03_F46.raw",59.9978
"Pourhaghighi",2020,"PXD011304","2d_IEF2","Intensity","Mus musculus","MouseBrain_IEX160315R03_F5.raw",59.9968
"Pourhaghighi",2020,"PXD011304","2d_IEF2","Intensity","Mus musculus","MouseBrain_IEX160315R03_F6.raw",59.9986
"Pourhaghighi",2020,"PXD011304","2d_IEF2","Intensity","Mus musculus","MouseBrain_IEX160315R03_F7.raw",59.998
"Pourhaghighi",2020,"PXD011304","2d_IEF2","Intensity","Mus musculus","MouseBrain_IEX160315R03_F8.raw",59.9993
"Pourhaghighi",2020,"PXD011304","2d_IEF2","Intensity","Mus musculus","MouseBrain_IEX160315R03_F9.raw",59.9975
"Pourhaghighi",2020,"PXD011304","2D_IEF1","Intensity","Mus musculus","MouseBrain_IEX160315R05_F1.raw",59.9989
"Pourhaghighi",2020,"PXD011304","2D_IEF1","Intensity","Mus musculus","MouseBrain_IEX160315R05_F10.raw",59.9989
"Pourhaghighi",2020,"PXD011304","2D_IEF1","Intensity","Mus musculus","MouseBrain_IEX160315R05_F11.raw",60.0002
"Pourhaghighi",2020,"PXD011304","2D_IEF1","Intensity","Mus musculus","MouseBrain_IEX160315R05_F12.raw",60.0007
"Pourhaghighi",2020,"PXD011304","2D_IEF1","Intensity","Mus musculus","MouseBrain_IEX160315R05_F13.raw",59.9999
"Pourhaghighi",2020,"PXD011304","2D_IEF1","Intensity","Mus musculus","MouseBrain_IEX160315R05_F14.raw",60.0015
"Pourhaghighi",2020,"PXD011304","2D_IEF1","Intensity","Mus musculus","MouseBrain_IEX160315R05_F15.raw",59.9974
"Pourhaghighi",2020,"PXD011304","2D_IEF1","Intensity","Mus musculus","MouseBrain_IEX160315R05_F16.raw",59.9973
"Pourhaghighi",2020,"PXD011304","2D_IEF1","Intensity","Mus musculus","MouseBrain_IEX160315R05_F17.raw",59.9978
"Pourhaghighi",2020,"PXD011304","2D_IEF1","Intensity","Mus musculus","MouseBrain_IEX160315R05_F18.raw",59.9982
"Pourhaghighi",2020,"PXD011304","2D_IEF1","Intensity","Mus musculus","MouseBrain_IEX160315R05_F19.raw",59.9989
"Pourhaghighi",2020,"PXD011304","2D_IEF1","Intensity","Mus musculus","MouseBrain_IEX160315R05_F2.raw",59.9988
"Pourhaghighi",2020,"PXD011304","2D_IEF1","Intensity","Mus musculus","MouseBrain_IEX160315R05_F20.raw",59.9999
"Pourhaghighi",2020,"PXD011304","2D_IEF1","Intensity","Mus musculus","MouseBrain_IEX160315R05_F21.raw",59.9971
"Pourhaghighi",2020,"PXD011304","2D_IEF1","Intensity","Mus musculus","MouseBrain_IEX160315R05_F22.raw",59.9988
"Pourhaghighi",2020,"PXD011304","2D_IEF1","Intensity","Mus musculus","MouseBrain_IEX160315R05_F23.raw",60.0026
"Pourhaghighi",2020,"PXD011304","2D_IEF1","Intensity","Mus musculus","MouseBrain_IEX160315R05_F24.raw",60.0016
"Pourhaghighi",2020,"PXD011304","2D_IEF1","Intensity","Mus musculus","MouseBrain_IEX160315R05_F25.raw",59.9969
"Pourhaghighi",2020,"PXD011304","2D_IEF1","Intensity","Mus musculus","MouseBrain_IEX160315R05_F26.raw",59.997
"Pourhaghighi",2020,"PXD011304","2D_IEF1","Intensity","Mus musculus","MouseBrain_IEX160315R05_F27.raw",60.0005
"Pourhaghighi",2020,"PXD011304","2D_IEF1","Intensity","Mus musculus","MouseBrain_IEX160315R05_F28.raw",60.0001
"Pourhaghighi",2020,"PXD011304","2D_IEF1","Intensity","Mus musculus","MouseBrain_IEX160315R05_F29.raw",60.0004
"Pourhaghighi",2020,"PXD011304","2D_IEF1","Intensity","Mus musculus","MouseBrain_IEX160315R05_F3.raw",59.9996
"Pourhaghighi",2020,"PXD011304","2D_IEF1","Intensity","Mus musculus","MouseBrain_IEX160315R05_F30.raw",60.0006
"Pourhaghighi",2020,"PXD011304","2D_IEF1","Intensity","Mus musculus","MouseBrain_IEX160315R05_F31.raw",59.997
"Pourhaghighi",2020,"PXD011304","2D_IEF1","Intensity","Mus musculus","MouseBrain_IEX160315R05_F32.raw",59.9999
"Pourhaghighi",2020,"PXD011304","2D_IEF1","Intensity","Mus musculus","MouseBrain_IEX160315R05_F33.raw",59.9987
"Pourhaghighi",2020,"PXD011304","2D_IEF1","Intensity","Mus musculus","MouseBrain_IEX160315R05_F34.raw",60.0002
"Pourhaghighi",2020,"PXD011304","2D_IEF1","Intensity","Mus musculus","MouseBrain_IEX160315R05_F35.raw",59.9976
"Pourhaghighi",2020,"PXD011304","2D_IEF1","Intensity","Mus musculus","MouseBrain_IEX160315R05_F36.raw",60
"Pourhaghighi",2020,"PXD011304","2D_IEF1","Intensity","Mus musculus","MouseBrain_IEX160315R05_F37.raw",59.9995
"Pourhaghighi",2020,"PXD011304","2D_IEF1","Intensity","Mus musculus","MouseBrain_IEX160315R05_F38.raw",59.997
"Pourhaghighi",2020,"PXD011304","2D_IEF1","Intensity","Mus musculus","MouseBrain_IEX160315R05_F39.raw",59.9968
"Pourhaghighi",2020,"PXD011304","2D_IEF1","Intensity","Mus musculus","MouseBrain_IEX160315R05_F4.raw",59.9972
"Pourhaghighi",2020,"PXD011304","2D_IEF1","Intensity","Mus musculus","MouseBrain_IEX160315R05_F40.raw",60.0028
"Pourhaghighi",2020,"PXD011304","2D_IEF1","Intensity","Mus musculus","MouseBrain_IEX160315R05_F41.raw",59.9987
"Pourhaghighi",2020,"PXD011304","2D_IEF1","Intensity","Mus musculus","MouseBrain_IEX160315R05_F42.raw",60.0011
"Pourhaghighi",2020,"PXD011304","2D_IEF1","Intensity","Mus musculus","MouseBrain_IEX160315R05_F43.raw",59.998
"Pourhaghighi",2020,"PXD011304","2D_IEF1","Intensity","Mus musculus","MouseBrain_IEX160315R05_F44.raw",60.0038
"Pourhaghighi",2020,"PXD011304","2D_IEF1","Intensity","Mus musculus","MouseBrain_IEX160315R05_F45.raw",59.9962
"Pourhaghighi",2020,"PXD011304","2D_IEF1","Intensity","Mus musculus","MouseBrain_IEX160315R05_F46.raw",60.0006
"Pourhaghighi",2020,"PXD011304","2D_IEF1","Intensity","Mus musculus","MouseBrain_IEX160315R05_F47.raw",59.9982
"Pourhaghighi",2020,"PXD011304","2D_IEF1","Intensity","Mus musculus","MouseBrain_IEX160315R05_F48.raw",59.9966
"Pourhaghighi",2020,"PXD011304","2D_IEF1","Intensity","Mus musculus","MouseBrain_IEX160315R05_F49.raw",60.0012
"Pourhaghighi",2020,"PXD011304","2D_IEF1","Intensity","Mus musculus","MouseBrain_IEX160315R05_F5.raw",59.9972
"Pourhaghighi",2020,"PXD011304","2D_IEF1","Intensity","Mus musculus","MouseBrain_IEX160315R05_F50.raw",59.9983
"Pourhaghighi",2020,"PXD011304","2D_IEF1","Intensity","Mus musculus","MouseBrain_IEX160315R05_F51.raw",59.9998
"Pourhaghighi",2020,"PXD011304","2D_IEF1","Intensity","Mus musculus","MouseBrain_IEX160315R05_F52.raw",59.9972
"Pourhaghighi",2020,"PXD011304","2D_IEF1","Intensity","Mus musculus","MouseBrain_IEX160315R05_F53.raw",59.9969
"Pourhaghighi",2020,"PXD011304","2D_IEF1","Intensity","Mus musculus","MouseBrain_IEX160315R05_F54.raw",60.0001
"Pourhaghighi",2020,"PXD011304","2D_IEF1","Intensity","Mus musculus","MouseBrain_IEX160315R05_F55.raw",59.9967
"Pourhaghighi",2020,"PXD011304","2D_IEF1","Intensity","Mus musculus","MouseBrain_IEX160315R05_F56.raw",59.9963
"Pourhaghighi",2020,"PXD011304","2D_IEF1","Intensity","Mus musculus","MouseBrain_IEX160315R05_F57.raw",59.9968
"Pourhaghighi",2020,"PXD011304","2D_IEF1","Intensity","Mus musculus","MouseBrain_IEX160315R05_F58.raw",59.9966
"Pourhaghighi",2020,"PXD011304","2D_IEF1","Intensity","Mus musculus","MouseBrain_IEX160315R05_F59.raw",60.0003
"Pourhaghighi",2020,"PXD011304","2D_IEF1","Intensity","Mus musculus","MouseBrain_IEX160315R05_F6.raw",59.997
"Pourhaghighi",2020,"PXD011304","2D_IEF1","Intensity","Mus musculus","MouseBrain_IEX160315R05_F60.raw",59.9982
"Pourhaghighi",2020,"PXD011304","2D_IEF1","Intensity","Mus musculus","MouseBrain_IEX160315R05_F7.raw",59.9972
"Pourhaghighi",2020,"PXD011304","2D_IEF1","Intensity","Mus musculus","MouseBrain_IEX160315R05_F8.raw",59.9983
"Pourhaghighi",2020,"PXD011304","2D_IEF1","Intensity","Mus musculus","MouseBrain_IEX160315R05_F9.raw",59.9979
"Pourhaghighi",2020,"PXD011304","Mem60","Intensity","Mus musculus","MouseBrain_Mem_IEX_1.raw",89.9979
"Pourhaghighi",2020,"PXD011304","Mem60","Intensity","Mus musculus","MouseBrain_Mem_IEX_10.raw",89.9974
"Pourhaghighi",2020,"PXD011304","Mem60","Intensity","Mus musculus","MouseBrain_Mem_IEX_11.raw",89.9956
"Pourhaghighi",2020,"PXD011304","Mem60","Intensity","Mus musculus","MouseBrain_Mem_IEX_12.raw",89.9951
"Pourhaghighi",2020,"PXD011304","Mem60","Intensity","Mus musculus","MouseBrain_Mem_IEX_13.raw",89.9987
"Pourhaghighi",2020,"PXD011304","Mem60","Intensity","Mus musculus","MouseBrain_Mem_IEX_14.raw",89.9965
"Pourhaghighi",2020,"PXD011304","Mem60","Intensity","Mus musculus","MouseBrain_Mem_IEX_15.raw",89.999
"Pourhaghighi",2020,"PXD011304","Mem60","Intensity","Mus musculus","MouseBrain_Mem_IEX_16.raw",90.0005
"Pourhaghighi",2020,"PXD011304","Mem60","Intensity","Mus musculus","MouseBrain_Mem_IEX_17.raw",89.9987
"Pourhaghighi",2020,"PXD011304","Mem60","Intensity","Mus musculus","MouseBrain_Mem_IEX_18.raw",89.997
"Pourhaghighi",2020,"PXD011304","Mem60","Intensity","Mus musculus","MouseBrain_Mem_IEX_19.raw",89.9966
"Pourhaghighi",2020,"PXD011304","Mem60","Intensity","Mus musculus","MouseBrain_Mem_IEX_2.raw",89.9952
"Pourhaghighi",2020,"PXD011304","Mem60","Intensity","Mus musculus","MouseBrain_Mem_IEX_20.raw",89.9989
"Pourhaghighi",2020,"PXD011304","Mem60","Intensity","Mus musculus","MouseBrain_Mem_IEX_21.raw",89.9955
"Pourhaghighi",2020,"PXD011304","Mem60","Intensity","Mus musculus","MouseBrain_Mem_IEX_22.raw",89.9983
"Pourhaghighi",2020,"PXD011304","Mem60","Intensity","Mus musculus","MouseBrain_Mem_IEX_23.raw",89.9968
"Pourhaghighi",2020,"PXD011304","Mem60","Intensity","Mus musculus","MouseBrain_Mem_IEX_24.raw",89.9973
"Pourhaghighi",2020,"PXD011304","Mem60","Intensity","Mus musculus","MouseBrain_Mem_IEX_25.raw",89.999
"Pourhaghighi",2020,"PXD011304","Mem60","Intensity","Mus musculus","MouseBrain_Mem_IEX_26.raw",89.9958
"Pourhaghighi",2020,"PXD011304","Mem60","Intensity","Mus musculus","MouseBrain_Mem_IEX_27.raw",89.997
"Pourhaghighi",2020,"PXD011304","Mem60","Intensity","Mus musculus","MouseBrain_Mem_IEX_28.raw",89.9964
"Pourhaghighi",2020,"PXD011304","Mem60","Intensity","Mus musculus","MouseBrain_Mem_IEX_29.raw",89.9986
"Pourhaghighi",2020,"PXD011304","Mem60","Intensity","Mus musculus","MouseBrain_Mem_IEX_3.raw",89.9958
"Pourhaghighi",2020,"PXD011304","Mem60","Intensity","Mus musculus","MouseBrain_Mem_IEX_30.raw",89.9971
"Pourhaghighi",2020,"PXD011304","Mem60","Intensity","Mus musculus","MouseBrain_Mem_IEX_31.raw",89.9961
"Pourhaghighi",2020,"PXD011304","Mem60","Intensity","Mus musculus","MouseBrain_Mem_IEX_32.raw",89.9967
"Pourhaghighi",2020,"PXD011304","Mem60","Intensity","Mus musculus","MouseBrain_Mem_IEX_33.raw",89.9989
"Pourhaghighi",2020,"PXD011304","Mem60","Intensity","Mus musculus","MouseBrain_Mem_IEX_34.raw",89.9954
"Pourhaghighi",2020,"PXD011304","Mem60","Intensity","Mus musculus","MouseBrain_Mem_IEX_35.raw",89.9962
"Pourhaghighi",2020,"PXD011304","Mem60","Intensity","Mus musculus","MouseBrain_Mem_IEX_36.raw",89.998
"Pourhaghighi",2020,"PXD011304","Mem60","Intensity","Mus musculus","MouseBrain_Mem_IEX_37.raw",89.9962
"Pourhaghighi",2020,"PXD011304","Mem60","Intensity","Mus musculus","MouseBrain_Mem_IEX_38.raw",90.0017
"Pourhaghighi",2020,"PXD011304","Mem60","Intensity","Mus musculus","MouseBrain_Mem_IEX_39.raw",90.0006
"Pourhaghighi",2020,"PXD011304","Mem60","Intensity","Mus musculus","MouseBrain_Mem_IEX_4.raw",89.998
"Pourhaghighi",2020,"PXD011304","Mem60","Intensity","Mus musculus","MouseBrain_Mem_IEX_40.raw",89.9994
"Pourhaghighi",2020,"PXD011304","Mem60","Intensity","Mus musculus","MouseBrain_Mem_IEX_41.raw",89.9956
"Pourhaghighi",2020,"PXD011304","Mem60","Intensity","Mus musculus","MouseBrain_Mem_IEX_42.raw",89.9952
"Pourhaghighi",2020,"PXD011304","Mem60","Intensity","Mus musculus","MouseBrain_Mem_IEX_43.raw",89.9958
"Pourhaghighi",2020,"PXD011304","Mem60","Intensity","Mus musculus","MouseBrain_Mem_IEX_44.raw",89.9978
"Pourhaghighi",2020,"PXD011304","Mem60","Intensity","Mus musculus","MouseBrain_Mem_IEX_45.raw",89.9967
"Pourhaghighi",2020,"PXD011304","Mem60","Intensity","Mus musculus","MouseBrain_Mem_IEX_46.raw",89.9958
"Pourhaghighi",2020,"PXD011304","Mem60","Intensity","Mus musculus","MouseBrain_Mem_IEX_47.raw",89.9968
"Pourhaghighi",2020,"PXD011304","Mem60","Intensity","Mus musculus","MouseBrain_Mem_IEX_48.raw",89.997
"Pourhaghighi",2020,"PXD011304","Mem60","Intensity","Mus musculus","MouseBrain_Mem_IEX_49.raw",89.9955
"Pourhaghighi",2020,"PXD011304","Mem60","Intensity","Mus musculus","MouseBrain_Mem_IEX_5.raw",89.9958
"Pourhaghighi",2020,"PXD011304","Mem60","Intensity","Mus musculus","MouseBrain_Mem_IEX_50.raw",89.9958
"Pourhaghighi",2020,"PXD011304","Mem60","Intensity","Mus musculus","MouseBrain_Mem_IEX_51.raw",89.999
"Pourhaghighi",2020,"PXD011304","Mem60","Intensity","Mus musculus","MouseBrain_Mem_IEX_52.raw",89.9965
"Pourhaghighi",2020,"PXD011304","Mem60","Intensity","Mus musculus","MouseBrain_Mem_IEX_53.raw",89.9971
"Pourhaghighi",2020,"PXD011304","Mem60","Intensity","Mus musculus","MouseBrain_Mem_IEX_54.raw",89.998
"Pourhaghighi",2020,"PXD011304","Mem60","Intensity","Mus musculus","MouseBrain_Mem_IEX_55.raw",89.9985
"Pourhaghighi",2020,"PXD011304","Mem60","Intensity","Mus musculus","MouseBrain_Mem_IEX_56.raw",89.9964
"Pourhaghighi",2020,"PXD011304","Mem60","Intensity","Mus musculus","MouseBrain_Mem_IEX_57.raw",89.9954
"Pourhaghighi",2020,"PXD011304","Mem60","Intensity","Mus musculus","MouseBrain_Mem_IEX_58.raw",89.9955
"Pourhaghighi",2020,"PXD011304","Mem60","Intensity","Mus musculus","MouseBrain_Mem_IEX_59.raw",89.9955
"Pourhaghighi",2020,"PXD011304","Mem60","Intensity","Mus musculus","MouseBrain_Mem_IEX_6.raw",89.9987
"Pourhaghighi",2020,"PXD011304","Mem60","Intensity","Mus musculus","MouseBrain_Mem_IEX_60.raw",89.9963
"Pourhaghighi",2020,"PXD011304","Mem60","Intensity","Mus musculus","MouseBrain_Mem_IEX_7.raw",89.9955
"Pourhaghighi",2020,"PXD011304","Mem60","Intensity","Mus musculus","MouseBrain_Mem_IEX_8.raw",89.9953
"Pourhaghighi",2020,"PXD011304","Mem60","Intensity","Mus musculus","MouseBrain_Mem_IEX_9.raw",89.9978
"Pourhaghighi",2020,"PXD011304","2D_IEF3","Intensity","Mus musculus","MouseBrain3_IEX160315R01_F1.raw",59.997
